State FIPS code,Date,All merchant category codes spending,Accommodation and food service (ACF) spending,"Arts, entertainment, and recreation (AER)  spending",General merchandise stores (GEN) and apparel and accessories (AAP) spending,Grocery and food store (GRF)  spending,Health care and social assistance (HCS) spending ,Transportation and warehousing (TWS)  spending,"Retail spending, including grocery  (AAP, CEC, GEN, GRF, HIC, ETC, SGH) ","Retail spending, excluding grocery ((AAP, CEC, GEN, HIC, ETC, SGH) ",total spending
36,01/29/2020,-5.99,-2.7,-2.93,-4.04,-9.76,-11.8,-4.25,-7.38,-5.11,-47.970000000000006
44,01/29/2020,-0.917,12.4,34.3,2.64,-1.64,10.3,5.09,-2.17,-3.13,57.79
9,01/30/2020,-4.24,1.75,-13.5,-1.11,-10.1,4.15,-2.7,-5.18,-1.41,-28.1
25,01/30/2020,-4.18,-1.25,2.24,-1.37,-7.1,-14.2,-1.86,-5.29,-3.23,-32.059999999999995
34,01/30/2020,-3.47,1.63,-2.05,-2.82,-5.35,-4.71,-2.33,-4.19,-3.1,-22.92
36,01/30/2020,-3.52,-0.122,-1.26,-0.673,-6.76,-9.02,-6.28,-3.75,-0.775,-28.64
44,01/30/2020,-2.35,4.45,7.89,12.2,1.82,16.4,40.5,-2.04,-6.92,74.29999999999998
9,01/31/2020,-3.31,0.114,-6.06,1.13,-8.99,-0.338,0.564,-3.5,0.755,-16.325
25,01/31/2020,-2.82,0.11,6.88,-0.41,-4.76,-11.8,-0.963,-3.64,-2.3,-16.883
34,01/31/2020,-2.48,2.88,-1.73,-0.93,-3.89,-5.62,-2.41,-2.84,-1.85,-16.39
36,01/31/2020,-1.71,0.248,1.14,0.87,-3.81,-4.17,-1.31,-1.35,1.11,-7.271999999999999
44,01/31/2020,-5.39,-0.689,-5.09,6.09,-3.12,22.6,-1.1,0.192,3.6,22.483
9,02/01/2020,-0.67,2.03,2.89,6.0,1.97,-0.935,-3.34,3.49,4.69,16.795
25,02/01/2020,-0.811,1.68,10.6,2.33,-2.11,-3.7,-3.68,-0.236,2.02,6.904000000000002
34,02/01/2020,-0.583,4.56,-3.0,4.43,0.946,-6.1,-3.65,2.04,3.09,2.3159999999999994
36,02/01/2020,-0.672,0.491,4.82,4.19,0.602,-6.17,-2.94,2.37,4.17,7.533000000000001
44,02/01/2020,-5.0,0.609,-2.46,9.31,-2.27,28.7,-7.46,4.24,11.7,42.369
9,02/02/2020,-1.24,1.38,5.43,7.25,1.78,-2.24,-9.77,2.69,3.46,9.979999999999997
25,02/02/2020,-0.717,1.79,9.9,3.42,-1.59,-1.9,-7.24,1.42,5.15,10.950000000000001
34,02/02/2020,-0.805,3.61,-0.693,3.24,-0.632,-7.33,-5.93,1.31,3.2,-3.2249999999999988
36,02/02/2020,-0.937,2.02,6.92,3.88,0.674,-5.39,-8.09,2.22,3.85,6.084
44,02/02/2020,-2.8,-5.86,2.33,4.51,-0.348,34.9,17.3,2.75,6.09,61.672
9,02/03/2020,0.148,3.46,14.7,9.17,0.284,2.56,-8.91,2.11,3.63,27.003999999999994
25,02/03/2020,1.09,3.66,12.7,7.23,-1.83,-2.74,-1.61,2.43,7.84,27.679999999999996
34,02/03/2020,0.0888,5.03,3.66,4.19,-3.3,-3.42,-4.49,0.142,3.7,5.512000000000002
36,02/03/2020,0.685,3.09,9.71,4.74,-0.289,-4.03,-4.08,2.79,6.11,18.040999999999997
44,02/03/2020,-2.89,-9.95,7.54,1.64,-1.85,26.4,9.36,4.66,13.1,50.9
9,02/04/2020,-0.206,3.62,5.68,10.5,0.419,2.03,-12.5,-0.195,-0.615,8.939000000000002
25,02/04/2020,1.85,2.05,14.3,2.31,0.892,-1.62,-6.09,2.2,3.93,17.971999999999998
34,02/04/2020,0.74,4.64,5.75,4.13,-0.971,1.11,-9.8,2.26,5.63,12.748999999999999
36,02/04/2020,1.29,3.76,10.4,2.61,1.79,-5.3,-4.2,3.27,4.91,17.24
44,02/04/2020,-1.88,-8.44,34.4,-2.63,-2.81,17.9,-18.9,-0.665,1.97,20.825000000000003
9,02/05/2020,0.522,1.14,3.99,6.45,6.61,0.156,-9.33,0.91,-3.25,6.676
25,02/05/2020,1.5,1.15,14.6,1.29,2.07,1.51,-8.24,2.84,3.95,19.17
34,02/05/2020,1.13,4.31,7.62,3.12,1.05,0.966,-10.0,2.77,4.53,14.366000000000003
36,02/05/2020,1.73,2.35,17.8,-0.944,3.74,-4.76,-5.08,3.05,2.45,18.606000000000005
44,02/05/2020,-6.07,-8.86,15.4,-10.9,-0.0787,9.46,-3.44,-0.088,0.295,1.7883000000000009
9,02/06/2020,-0.275,-0.106,9.65,4.02,6.32,-4.33,-8.22,0.231,-4.2,3.3649999999999993
25,02/06/2020,0.256,-1.03,11.5,-1.53,1.19,-0.479,-9.45,1.28,1.59,3.0710000000000024
34,02/06/2020,0.631,2.3,9.84,1.23,1.47,0.193,-6.91,2.22,2.98,13.323000000000002
36,02/06/2020,0.0581,0.586,15.8,-3.61,2.63,-7.0,-4.12,0.706,-1.1,3.891999999999999
44,02/06/2020,-8.96,-8.87,26.1,-16.4,-4.43,0.981,-17.7,-2.81,-0.214,-23.342999999999993
9,02/07/2020,0.127,0.348,19.6,-0.555,2.57,-4.85,-9.48,-2.8,-6.72,-1.8870000000000005
25,02/07/2020,0.505,-2.17,10.4,-2.5,0.801,2.26,-5.99,0.911,1.3,5.0120000000000005
34,02/07/2020,-0.234,0.221,10.1,-1.38,-0.678,-1.47,-5.15,-0.0716,0.584,2.155399999999998
36,02/07/2020,-2.03,-2.64,15.6,-7.39,-1.13,-7.75,-5.82,-2.63,-3.98,-15.740000000000002
44,02/07/2020,-7.97,-12.0,60.9,-10.4,-2.96,-7.5,1.08,-8.12,-13.1,7.9
9,02/08/2020,-0.558,-1.37,18.2,1.35,-4.57,-1.25,-6.14,-5.5,-6.15,-5.430000000000001
25,02/08/2020,0.89,-0.681,8.59,-3.13,2.03,0.498,-6.48,-0.844,-3.99,-4.0070000000000014
34,02/08/2020,0.481,0.846,14.0,-2.01,-0.612,0.543,-2.99,-0.343,0.0048,9.438799999999999
36,02/08/2020,-1.65,-4.13,14.7,-7.12,-1.1,-4.95,-5.33,-2.42,-3.58,-13.93
44,02/08/2020,-8.93,-8.47,71.3,-6.7,-1.3,-16.0,13.0,-8.92,-15.8,27.109999999999996
9,02/09/2020,0.998,-1.23,19.0,3.43,-1.27,-0.514,-5.35,-2.77,-3.86,7.436000000000002
25,02/09/2020,2.19,-0.518,6.45,-2.88,4.9,-0.386,-1.65,0.0722,-5.18,0.8082000000000003
34,02/09/2020,1.44,1.8,11.3,-1.74,1.82,0.511,-1.9,1.01,0.331,13.132
36,02/09/2020,-0.487,-4.66,14.3,-6.0,1.56,-4.17,-3.04,-0.749,-2.87,-5.629
44,02/09/2020,-9.62,-8.45,63.5,-10.5,1.63,-24.5,-5.4,-9.51,-18.8,-12.03
9,02/10/2020,-0.704,-3.06,10.5,1.56,-2.17,0.213,-7.32,-3.59,-4.61,-8.477
25,02/10/2020,-0.317,-3.22,2.13,-6.5,6.62,2.05,-8.49,-0.565,-8.32,-16.295
34,02/10/2020,0.229,0.132,9.64,-3.32,4.47,0.0023,-4.71,1.75,-0.735,7.2293
36,02/10/2020,-2.87,-6.55,13.2,-7.29,3.39,-5.87,-9.19,-1.09,-5.22,-18.62
44,02/10/2020,-11.4,-6.39,70.5,-13.0,3.83,-23.9,5.01,-12.2,-25.1,-1.2500000000000036
9,02/11/2020,-1.16,-4.97,21.8,-0.0538,-5.05,-6.68,-6.94,-3.36,-2.08,-7.333799999999998
25,02/11/2020,-1.6,-3.0,-1.83,-5.39,2.6,2.08,-2.79,-2.38,-7.85,-18.559999999999995
34,02/11/2020,-0.509,-0.595,7.51,-2.09,1.39,-0.0033,-2.33,-0.0762,-1.43,2.3754999999999997
36,02/11/2020,-3.78,-7.59,9.23,-6.87,1.08,-5.01,-8.48,-2.21,-5.3,-25.150000000000002
44,02/11/2020,-14.5,-7.18,51.6,-10.1,1.48,-9.79,27.9,-12.1,-23.2,18.609999999999996
9,02/12/2020,1.76,-2.34,27.5,7.5,-2.35,-2.01,-12.4,2.51,6.23,24.639999999999997
25,02/12/2020,-1.07,-0.3,-1.55,-2.9,3.25,2.25,-6.34,-1.93,-7.66,-15.18
34,02/12/2020,1.73,0.224,8.69,2.61,3.66,3.67,0.111,3.43,3.27,25.665
